PROJECT : Irise (France)
HOUSEHOLD : 2000900
APPLIANCE : Site consumption ()

DATE(dd/mm/yy)	TIME(hh:mm)	STATE	ENERGY(Wh)
27/01/98	21:40	0	000027
27/01/98	21:50	0	000023
27/01/98	22:00	0	000024
27/01/98	22:10	0	000022
27/01/98	22:20	0	000032
27/01/98	22:30	0	000024
27/01/98	22:40	0	000019
27/01/98	22:50	0	000015
27/01/98	23:00	0	000015
27/01/98	23:10	0	000042
27/01/98	23:20	0	000026
27/01/98	23:30	0	000015
27/01/98	23:40	0	000015
27/01/98	23:50	0	000026
28/01/98	00:00	0	000024
28/01/98	00:10	0	000032
28/01/98	00:20	0	000017
28/01/98	00:30	0	000026
28/01/98	00:40	0	000016
28/01/98	00:50	0	000015
28/01/98	01:00	0	000033
28/01/98	01:10	0	000034
28/01/98	01:20	0	000014
28/01/98	01:30	0	000015
28/01/98	01:40	0	000014
28/01/98	01:50	0	000032
28/01/98	02:00	0	000035
28/01/98	02:10	0	000015
28/01/98	02:20	0	000014
28/01/98	02:30	0	000015
28/01/98	02:40	0	000027
28/01/98	02:50	0	000033
28/01/98	03:00	0	000022
28/01/98	03:10	0	000015
28/01/98	03:20	0	000019
28/01/98	03:30	0	000021
28/01/98	03:40	0	000026
28/01/98	03:50	0	000031
28/01/98	04:00	0	000015
28/01/98	04:10	0	000025
28/01/98	04:20	0	000016
28/01/98	04:30	0	000014
28/01/98	04:40	0	000033
28/01/98	04:50	0	000024
28/01/98	05:00	0	000026
28/01/98	05:10	0	000014
28/01/98	05:20	0	000015
28/01/98	05:30	0	000023
28/01/98	05:40	0	000037
28/01/98	05:50	0	000052
28/01/98	06:00	0	000044
28/01/98	06:10	0	000043
28/01/98	06:20	0	000021
28/01/98	06:30	0	000157
28/01/98	06:40	0	000599
28/01/98	06:50	0	000457
28/01/98	07:00	0	000493
28/01/98	07:10	0	000504
28/01/98	07:20	0	000500
28/01/98	07:30	0	000512
28/01/98	07:40	0	000504
28/01/98	07:50	0	000517
28/01/98	08:00	0	000517
28/01/98	08:10	0	000463
28/01/98	08:20	0	000358
28/01/98	08:30	0	000329
28/01/98	08:40	0	000448
28/01/98	08:50	0	000494
28/01/98	09:00	0	000460
28/01/98	09:10	0	000478
28/01/98	09:20	0	000479
28/01/98	09:30	0	000224
28/01/98	09:40	0	000189
28/01/98	09:50	0	000161
28/01/98	10:00	0	000162
28/01/98	10:10	0	000181
28/01/98	10:20	0	000123
28/01/98	10:30	0	000137
28/01/98	10:40	0	000112
28/01/98	10:50	0	000099
28/01/98	11:00	0	000109
28/01/98	11:10	0	000093
28/01/98	11:20	0	000068
28/01/98	11:30	0	000063
28/01/98	11:40	0	000095
28/01/98	11:50	0	000051
28/01/98	12:00	0	000069
28/01/98	12:10	0	000064
28/01/98	12:20	0	000062
